firstName,gender,email,password,major,pref_1,pref_2,pref_3,summary
Dominique,female,james83@chen-barrett.info,46694607,Biomedical Sciences,korean,mexican,thai,
Jordan,male,tbass@yahoo.com,39779791,Marketing,french,american,italian,
Christina,female,hillheather@hotmail.com,55964976,Biomedical Sciences,russian,mediterranian,indian,
William,male,qpowers@gmail.com,71213561,Law Enforcement,italian,russian,spanish,
Alvin,male,rebeccaknight@schaefer-ball.com,56407909,Architecture,japanese,spanish,russian,
Thomas,male,michael70@foster-alvarez.com,55828600,Information Sciences,italian,korean,mexican,
Samantha,female,olittle@dean.info,66129276,Philosophy and Religious Studies,thai,indian,spanish,
Tonya,female,mindy52@gmail.com,15602812,Performing Arts,italian,thai,american,
Michael,male,ruizabigail@ruiz-fisher.com,97632754,Business,italian,spanish,japanese,
Jonathan,male,ihudson@gmail.com,96465083,Information Sciences,american,mediterranian,french,
Katie,female,jenniferosborn@marquez.com,75122139,Ethnic,japanese,spanish,chinese,
Daniel,male,katrina61@hubbard.com,75435951,Agriculture,russian,mediterranian,japanese,
Lisa,female,christinavalencia@gmail.com,58268939,Applied Sciences,russian,italian,thai,
Michael,male,psmith@porter.com,31295740,Architecture,russian,american,mediterranian,
Stephen,male,joseph16@christensen-murray.info,87642227,Performing Arts,korean,japanese,spanish,
Sonya,female,bryantshawn@wilson.org,18463340,Communications Technologies,japanese,thai,mediterranian,
Kevin,male,pmcfarland@obrien.com,55412470,Management,mediterranian,spanish,ethiopian,
Frank,male,christine64@graves.info,25224457,Architecture,spanish,thai,korean,
Johnny,male,flynnamanda@rivera.biz,50932588,English Language and Literature,japanese,thai,korean,
Albert,male,ilynch@hotmail.com,25082145,Journalism,chinese,ethiopian,mediterranian,
Tommy,male,jessicaortega@rowland.com,31881393,Law Enforcement,indian,french,ethiopian,
Sharon,female,parknathan@hotmail.com,16667627,Psychology,japanese,mediterranian,american,
Deborah,female,fieldscharles@gmail.com,87102755,Cultural,japanese,korean,russian,
Randall,male,elizabethgreen@yahoo.com,57145088,Information Sciences,chinese,thai,korean,
Jack,male,reneemorris@gmail.com,70457492,Biomedical Sciences,chinese,indian,korean,
Maria,female,jasonharper@yahoo.com,20472988,Philosophy and Religious Studies,indian,korean,japanese,
Krystal,female,jonesbruce@hotmail.com,76472409,Literatures,spanish,korean,french,
Jeffery,male,housemichael@gmail.com,68724666,Literatures,korean,chinese,french,
David,male,smithrobert@hicks.info,60530887,Cultural,italian,thai,american,
David,male,haneydaniel@hotmail.com,89747696,Information Sciences,ethiopian,indian,mexican,
Joseph,male,rick47@yahoo.com,44186902,Literatures,chinese,thai,mexican,
Christine,female,bobby88@turner-hudson.com,86350535,Communications Technologies,thai,italian,french,
Jonathan,male,fcruz@gmail.com,92532532,Business,spanish,indian,mediterranian,
Michelle,female,braunpaula@hotmail.com,88110681,Philosophy and Religious Studies,italian,korean,japanese,
Penny,female,qglover@hotmail.com,53803417,Performing Arts,mexican,chinese,ethiopian,
Amanda,female,barrywhite@yahoo.com,68948575,Psychology,ethiopian,mexican,japanese,
Keith,male,jorge38@yahoo.com,12954279,Philosophy and Religious Studies,american,chinese,spanish,
Lisa,female,cynthia63@mason-warren.com,76020117,Journalism,american,spanish,ethiopian,
Rhonda,female,cstewart@hotmail.com,60503667,Management,italian,ethiopian,american,
Julie,female,torrestimothy@yahoo.com,54823192,Performing Arts,japanese,korean,russian,
Erica,female,danielroberts@gmail.com,79850489,Applied Sciences,mediterranian,japanese,french,
Crystal,female,andrewgould@hotmail.com,19889775,Journalism,chinese,italian,mexican,
Laurie,female,heatherjohnson@knight-martin.org,93399849,Marketing,american,italian,japanese,
Rachel,female,taylorchristopher@kelly.com,39024550,Ethnic,ethiopian,chinese,japanese,
Melissa,female,mhammond@hotmail.com,88311709,Journalism,spanish,chinese,italian,
Cheryl,female,gbrown@gmail.com,76879312,Business,ethiopian,indian,russian,
Zachary,male,christopher57@yahoo.com,95867189,Architecture,japanese,american,chinese,
Alexis,male,jacksontim@mcgrath-wright.org,47428048,Foreign Languages,french,mediterranian,korean,
Molly,female,rpatterson@yahoo.com,44044212,English Language and Literature,mediterranian,mexican,american,
John,male,valerie73@hartman.com,35281598,English Language and Literature,italian,french,chinese,
Vanessa,female,cbarrett@wright.com,79975445,Applied Sciences,italian,ethiopian,korean,
Donna,female,carla91@meyer-porter.com,67163041,Ethnic,ethiopian,mediterranian,korean,
Sarah,female,timothy08@warren.com,79814383,Architecture,korean,japanese,mexican,
James,male,julierobinson@yahoo.com,48504838,Literatures,italian,ethiopian,korean,
Lisa,female,conniesmith@gmail.com,12202820,Law Enforcement,korean,russian,japanese,
Michael,male,xpowers@hotmail.com,96362425,Philosophy and Religious Studies,russian,ethiopian,french,
Megan,female,teresalopez@thomas-wood.com,96654721,Architecture,russian,korean,italian,
Michael,male,zjones@yahoo.com,72602002,Agriculture,korean,mexican,french,
Ricardo,male,morganadrian@williams.net,20862824,Management,french,russian,spanish,
Barbara,female,eklein@anderson-ellis.org,79490878,Information Sciences,american,indian,korean,
Tracy,female,shanejohnson@gmail.com,24753079,Foreign Languages,korean,indian,thai,
Stephanie,female,georgejeffery@jones-walters.biz,57093805,Performing Arts,french,mexican,mediterranian,
Amber,female,esmith@yoder-mcclain.biz,53393841,Literatures,indian,russian,french,
Terri,female,kenneth71@andrews.info,36906446,Communications Technologies,spanish,ethiopian,korean,
George,male,alexanderrandolph@watts.biz,21573061,Business,mexican,chinese,thai,
William,male,amanda56@hotmail.com,36274169,Journalism,thai,japanese,french,
Brian,male,qbailey@blanchard.org,17383120,Ethnic,indian,korean,thai,
James,male,christopher38@yahoo.com,16755360,Applied Sciences,spanish,chinese,mexican,
Amy,female,uhowe@harris.com,63617181,Performing Arts,korean,french,italian,
Michael,male,webbdean@yahoo.com,79354342,Journalism,indian,thai,ethiopian,
Joseph,male,lgarza@yahoo.com,38289970,Cultural,mexican,russian,french,
Shannon,female,lynchstephen@sanchez.net,96791347,Performing Arts,chinese,indian,spanish,
Guy,male,ronald65@yahoo.com,57794251,Journalism,mediterranian,american,italian,
Walter,male,tsmith@miller.net,33113299,Biomedical Sciences,russian,american,indian,
Penny,female,bethany98@sloan-hendricks.com,11044928,Agriculture,italian,french,mediterranian,
Pamela,female,phaynes@turner.com,89613609,Journalism,spanish,american,italian,
Barry,male,wrightanthony@hotmail.com,99089579,Communications Technologies,mexican,mediterranian,korean,
Steve,male,sarahdaniel@gmail.com,62368598,Information Sciences,thai,french,japanese,
Julie,female,storres@johnson-miller.com,29742176,Information Sciences,spanish,ethiopian,chinese,
Jean,female,fdavis@zamora-gregory.com,68860336,Journalism,french,korean,russian,
Jose,male,terrijones@sexton.org,26598896,Information Sciences,chinese,mediterranian,spanish,
Alexa,female,bmitchell@yahoo.com,56956048,Agriculture,korean,russian,american,
Megan,female,riverscatherine@gmail.com,59355829,Ethnic,russian,mexican,japanese,
Dawn,female,hudsonapril@franklin.com,87676050,Literatures,ethiopian,russian,indian,
Karen,female,torresemma@brown.com,32962844,Marketing,spanish,japanese,russian,
April,female,osmith@booth.com,54460115,Performing Arts,thai,japanese,korean,
Michael,male,bradley51@garcia.com,15691332,Journalism,italian,ethiopian,korean,
Kelly,female,shaffersharon@hotmail.com,94146809,Philosophy and Religious Studies,ethiopian,japanese,thai,
Jocelyn,female,ogomez@hotmail.com,29028684,Communications Technologies,thai,american,ethiopian,
Scott,male,rgreen@montgomery-lee.com,99977098,Ethnic,indian,thai,korean,
Shawn,male,tonya83@gmail.com,43061395,Applied Sciences,chinese,mexican,russian,
Steven,male,rodriguezjesus@hotmail.com,69314338,Philosophy and Religious Studies,korean,russian,mexican,
Michael,male,jasonmahoney@gmail.com,27683326,Journalism,french,japanese,mexican,
Kimberly,female,dylan85@hotmail.com,33868315,Information Sciences,mediterranian,italian,russian,
Samantha,female,april53@watson-townsend.biz,78528632,Ethnic,spanish,mediterranian,mexican,
Ronnie,male,william76@johns-ramsey.com,85742144,Foreign Languages,spanish,italian,french,
Elizabeth,female,rogersdaniel@hotmail.com,81269776,Ethnic,spanish,thai,indian,
Jamie,male,cmcgee@yahoo.com,68619873,Communications Technologies,mediterranian,chinese,russian,
Andrew,male,romerolacey@gmail.com,54415607,Journalism,japanese,american,mexican,
Darlene,female,williamwise@sullivan.com,64375065,Philosophy and Religious Studies,indian,thai,italian,
Tonya,female,sara97@turner.com,99410794,English Language and Literature,korean,mediterranian,russian,
Nicole,female,lwhite@yahoo.com,76953082,Agriculture,mediterranian,mexican,indian,
Robin,female,gary54@dean.info,43152598,English Language and Literature,thai,italian,japanese,
Hannah,female,jessica90@velazquez.com,48064506,Marketing,japanese,korean,spanish,
Rebecca,female,jennifer25@huffman-wolfe.biz,20514037,Philosophy and Religious Studies,italian,japanese,american,
Heather,female,michaelhays@hotmail.com,87973275,Architecture,indian,ethiopian,mexican,
Jessica,female,hburke@yahoo.com,16181633,Ethnic,korean,indian,chinese,
James,male,david90@hotmail.com,29670603,Management,ethiopian,spanish,thai,
Scott,male,cindy81@miller-ayala.net,89041174,Communications Technologies,korean,ethiopian,thai,
Keith,male,mitchellmary@yahoo.com,14828836,Philosophy and Religious Studies,korean,mexican,thai,
Brandy,female,maldonadokenneth@gmail.com,67592200,Biomedical Sciences,mediterranian,indian,mexican,
Alicia,female,pedwards@carr.com,79350111,Literatures,mediterranian,chinese,thai,
Denise,female,alanjohnson@smith.info,69243360,Information Sciences,mediterranian,ethiopian,korean,
Carolyn,female,kimjustin@hotmail.com,39102540,Business,american,french,thai,
Heather,female,michellesmith@bass.com,21733566,Architecture,mediterranian,japanese,korean,
Jacob,male,allison72@hotmail.com,69201687,Architecture,italian,japanese,ethiopian,
Jordan,male,zharris@gmail.com,80462113,Biomedical Sciences,korean,indian,ethiopian,
James,male,danielchapman@vaughan-holland.info,85075398,Cultural,indian,chinese,japanese,
Julia,female,craigshaw@garcia.com,26196892,Literatures,thai,french,korean,
Jessica,female,moniquemyers@martin.com,93203590,Information Sciences,mediterranian,indian,thai,
Mark,male,marynguyen@adams.biz,82097247,Biomedical Sciences,mediterranian,korean,ethiopian,
Peter,male,paula17@hotmail.com,84597022,Journalism,mediterranian,russian,japanese,
Ryan,male,aarongreen@brown.net,37633671,Law Enforcement,mexican,mediterranian,american,
Tammie,female,glassdeborah@hotmail.com,13421493,Philosophy and Religious Studies,korean,american,spanish,
Darren,male,sanfordryan@gmail.com,61167627,Applied Sciences,american,japanese,russian,
Christopher,male,jeffrey37@hotmail.com,92533617,Business,chinese,thai,ethiopian,
Nathan,male,qarnold@price-curtis.com,59362957,Journalism,french,mediterranian,ethiopian,
Gary,male,ujohnson@hotmail.com,36971038,Philosophy and Religious Studies,mexican,russian,japanese,
Franklin,male,ohobbs@hotmail.com,90019707,Information Sciences,american,thai,ethiopian,
Mark,male,dakota63@yahoo.com,65070548,Communications Technologies,french,american,mediterranian,
Michael,male,rachel95@yahoo.com,71902534,Literatures,ethiopian,korean,mexican,
Edward,male,thomasmitchell@yahoo.com,12528389,Philosophy and Religious Studies,mexican,spanish,mediterranian,
Kenneth,male,hannahcarlson@ramirez.info,92890126,Agriculture,chinese,korean,american,
Amanda,female,kevin82@gmail.com,46979263,Literatures,spanish,ethiopian,mediterranian,
Evan,male,jason21@hotmail.com,61996214,English Language and Literature,indian,ethiopian,spanish,
Tiffany,female,btodd@hotmail.com,85195758,Business,korean,mediterranian,japanese,
Aaron,male,rconway@thompson.com,53292098,English Language and Literature,ethiopian,italian,chinese,
Janet,female,kflores@yahoo.com,71019929,Cultural,mediterranian,thai,french,
Michael,male,gina25@kelly.com,39973481,Cultural,japanese,spanish,korean,
David,male,victoria80@moore.com,79729902,Cultural,japanese,russian,korean,
Ryan,male,michael21@yahoo.com,74137852,Law Enforcement,russian,korean,italian,
Melissa,female,ghicks@marshall-acosta.org,38254783,Communications Technologies,indian,chinese,mediterranian,
Christopher,male,nchavez@rodriguez-guerrero.com,11063908,Biomedical Sciences,thai,russian,mexican,
Christina,female,lisa85@smith.net,93039175,English Language and Literature,mexican,spanish,italian,
Norman,male,daniellesmith@yahoo.com,54402556,Law Enforcement,spanish,mediterranian,japanese,
Laurie,female,seanburns@gmail.com,10327354,Business,japanese,spanish,thai,
Monica,female,kimberly62@schwartz.org,53826582,Law Enforcement,chinese,thai,french,
Kristina,female,robin86@miller.org,61836907,Management,chinese,japanese,italian,
Lee,male,oscarstewart@harvey.com,30481737,Philosophy and Religious Studies,mediterranian,chinese,ethiopian,
Christopher,male,martha67@watson.info,10485761,Literatures,french,korean,spanish,
Amber,female,brownbrittany@owens.com,86743566,Business,mexican,korean,russian,
Samuel,male,robinjohnson@gmail.com,63286298,Information Sciences,japanese,american,thai,
Tonya,female,vazquezcandice@meadows.com,36221541,Law Enforcement,indian,spanish,chinese,
Duane,male,melinda92@hotmail.com,55701889,Architecture,chinese,japanese,mexican,
Deborah,female,youngjeffrey@miller.com,68820657,Journalism,ethiopian,spanish,american,
Emily,female,samanthalane@sanchez-barnes.com,15577613,Marketing,japanese,korean,chinese,
John,male,vanthony@gmail.com,89258601,Psychology,thai,russian,mexican,
Peter,male,daniel81@yahoo.com,33212415,Psychology,italian,korean,japanese,
Lacey,female,brandon95@hotmail.com,15516624,Law Enforcement,italian,spanish,chinese,
Penny,female,david30@jones.org,54590612,Marketing,korean,spanish,japanese,
Karen,female,xanderson@hotmail.com,36393561,Business,korean,indian,italian,
Paul,male,jennifer83@yahoo.com,63530401,Philosophy and Religious Studies,italian,russian,american,
Tasha,female,nlynch@gmail.com,87006591,Ethnic,japanese,american,chinese,
Edgar,male,gevans@wheeler-golden.com,44227040,English Language and Literature,mediterranian,korean,american,
James,male,vanessa33@peters.com,72773446,Information Sciences,chinese,american,japanese,
Julie,female,frankjohn@gmail.com,19789879,Law Enforcement,american,russian,french,
David,male,ryansmith@johnson-stewart.info,26306854,Agriculture,mediterranian,italian,mexican,
Brandi,female,jeffreyhayes@gmail.com,73193828,Agriculture,russian,mexican,french,
Kenneth,male,ahernandez@yahoo.com,28975541,Agriculture,mexican,indian,mediterranian,
Shawn,male,melanie53@kelly.com,93747410,Business,indian,chinese,spanish,
Christopher,male,bellstephanie@yahoo.com,59574159,English Language and Literature,chinese,mediterranian,ethiopian,
Susan,female,judithavila@jones-brown.net,46350732,Biomedical Sciences,thai,italian,indian,
Sandra,female,wilsonderrick@gmail.com,49682367,Applied Sciences,french,mediterranian,thai,
Matthew,male,jamesharris@hotmail.com,35657941,Law Enforcement,spanish,thai,mediterranian,
Matthew,male,reynoldsdouglas@sexton-wallace.com,74689905,Law Enforcement,mediterranian,russian,indian,
Tiffany,female,phillipdurham@simmons.info,75665275,Biomedical Sciences,mediterranian,thai,russian,
Maria,female,antoniobennett@richards.biz,36187488,Performing Arts,spanish,thai,chinese,
Tanner,male,sandraedwards@yahoo.com,47379806,Marketing,korean,japanese,indian,
Kyle,male,zramsey@watkins-jones.com,90996476,Journalism,spanish,ethiopian,thai,
Ann,female,charles20@pratt.biz,85713070,Biomedical Sciences,korean,indian,french,
Brenda,female,cynthia52@martinez.biz,18944691,Philosophy and Religious Studies,ethiopian,indian,korean,
Brandon,male,hollysantiago@hotmail.com,96908665,Agriculture,chinese,korean,thai,
Brenda,female,michaelromero@hotmail.com,17252650,Communications Technologies,french,korean,spanish,
Kim,female,bishopveronica@yahoo.com,85072519,Biomedical Sciences,spanish,thai,mediterranian,
Brian,male,xriley@soto.com,68432200,Literatures,indian,ethiopian,mediterranian,
Daniel,male,sherry50@mckinney.com,53396068,Agriculture,indian,ethiopian,mexican,
Ryan,male,mccartyjoseph@williams.biz,13710935,Biomedical Sciences,mediterranian,korean,american,
Casey,female,rlong@yahoo.com,55182972,Literatures,french,russian,indian,
Molly,female,sweeneykaren@yahoo.com,83234113,Applied Sciences,ethiopian,italian,chinese,
Lisa,female,sharpcorey@diaz.org,16823927,Architecture,japanese,italian,american,
Taylor,female,stephanie16@gmail.com,81820954,Cultural,american,japanese,chinese,
Heather,female,ttaylor@webb.com,62768024,Ethnic,spanish,russian,thai,
Breanna,female,zleonard@adams.biz,30311056,Biomedical Sciences,chinese,russian,indian,
Glen,male,melissablake@orr-alvarado.biz,67819755,Journalism,russian,american,indian,
Kenneth,male,sallypittman@bryant.biz,63393784,English Language and Literature,french,indian,japanese,
Amanda,female,ashleykemp@lopez.biz,22476889,Psychology,russian,indian,chinese,
David,male,jacqueline61@smith.com,92309191,Management,japanese,mediterranian,italian,
Julie,female,laura77@gmail.com,32941180,Law Enforcement,french,spanish,italian,
Kevin,male,hayescolleen@graham-hogan.com,38427863,Business,korean,mediterranian,mexican,
Sandra,female,bcarey@guerrero.com,70535094,Journalism,mexican,japanese,american,
Anthony,male,payneamanda@fischer-long.com,90314696,Applied Sciences,korean,ethiopian,spanish,
Shannon,female,susan64@gmail.com,52124353,Agriculture,ethiopian,french,russian,
Megan,female,higginsalicia@lutz.org,18029485,Ethnic,spanish,mexican,chinese,
Katrina,female,bscott@yahoo.com,88753507,Literatures,italian,french,indian,
Mary,female,teresaschneider@hotmail.com,19678055,Marketing,american,korean,japanese,
Joseph,male,belliott@yahoo.com,88801973,Information Sciences,korean,indian,thai,
Amanda,female,matthewsnyder@cox.info,94412429,Psychology,american,japanese,russian,
Dawn,female,timothy15@mullen.com,27620884,Ethnic,mediterranian,japanese,french,
Diane,female,hailey48@gmail.com,47250529,Biomedical Sciences,korean,spanish,ethiopian,
Matthew,male,nicholas10@gmail.com,55787630,Performing Arts,mexican,french,italian,
Melissa,female,lindabryant@allen.com,40307813,English Language and Literature,korean,mexican,russian,
Timothy,male,gregory53@gmail.com,19908211,Journalism,french,korean,chinese,
Joseph,male,xmckinney@rogers-webb.com,11824099,Psychology,indian,american,spanish,
David,male,campbelljulie@yahoo.com,43876414,Biomedical Sciences,ethiopian,american,japanese,
Ryan,male,carlos64@meyer.com,16229101,Ethnic,american,japanese,ethiopian,
Richard,male,jmendez@gmail.com,48951038,Architecture,ethiopian,korean,american,
Teresa,female,fvargas@gmail.com,97927568,Information Sciences,chinese,american,thai,
Faith,female,jevans@hotmail.com,15140436,Information Sciences,indian,russian,thai,
Oscar,male,coreyking@yahoo.com,17805990,Applied Sciences,korean,mexican,thai,
Nancy,female,craignathan@weaver-turner.net,64536581,English Language and Literature,japanese,mexican,french,
Breanna,female,garciaderrick@doyle.com,61462658,Foreign Languages,french,japanese,spanish,
Larry,male,psaunders@cuevas.biz,89587337,Agriculture,mediterranian,spanish,korean,
Kyle,male,lorileon@durham.net,46938930,Philosophy and Religious Studies,french,chinese,thai,
John,male,mcaldwell@rivera.biz,27671813,Business,mediterranian,italian,spanish,
Andrew,male,vpage@hotmail.com,38975687,Law Enforcement,chinese,thai,indian,
Ricardo,male,rickstephens@hotmail.com,81221598,Marketing,japanese,italian,russian,
Julie,female,mcclurekevin@gmail.com,88485210,Biomedical Sciences,indian,french,american,
Michelle,female,hoodjames@hotmail.com,16548389,Law Enforcement,american,spanish,thai,
Vickie,female,obrienjennifer@jackson.biz,46470083,Law Enforcement,russian,thai,mexican,
Lindsay,female,alejandroharris@ward.com,62789975,Management,indian,french,mexican,
Jessica,female,amanda28@lowe.com,65277250,Psychology,chinese,ethiopian,american,
Jessica,female,tiffanyclark@morris.com,50721473,Performing Arts,indian,thai,chinese,
Shawn,male,stephen39@quinn.biz,12627288,Communications Technologies,chinese,indian,mediterranian,
Jeffery,male,jenna23@gmail.com,17524950,Psychology,spanish,indian,japanese,
Micheal,male,genetaylor@hotmail.com,75629241,Ethnic,indian,russian,korean,
Thomas,male,elizabeth13@nixon-frazier.com,79523894,Architecture,ethiopian,mediterranian,thai,
Nancy,female,katelyn75@orr.com,31735692,Journalism,russian,spanish,indian,
Vincent,male,omiller@allison-cooke.net,18667923,Biomedical Sciences,ethiopian,american,mexican,
Benjamin,male,mbishop@jones.com,69236509,Philosophy and Religious Studies,american,indian,japanese,
Brian,male,adeleon@yahoo.com,22821816,Philosophy and Religious Studies,korean,japanese,french,
Brian,male,marklogan@gibson-walker.info,27981927,Marketing,korean,mexican,thai,
Annette,female,hernandezrobert@carter.com,48154167,Cultural,mediterranian,spanish,korean,
Jeffery,male,tonya97@hotmail.com,83561788,Biomedical Sciences,indian,ethiopian,russian,
Chase,male,conniecox@reed-avila.com,57022082,Foreign Languages,american,italian,korean,
Amanda,female,millerlindsay@walker-larson.org,22448028,Law Enforcement,mediterranian,korean,indian,
Robert,male,james98@ball.info,39101243,English Language and Literature,mediterranian,spanish,mexican,
Aaron,male,warrenjohn@yahoo.com,36070151,Marketing,french,american,korean,
Jodi,female,jacobtaylor@hamilton.org,54657407,Psychology,indian,russian,mediterranian,
Sabrina,female,alicia00@yahoo.com,31972723,Performing Arts,korean,chinese,russian,
Zachary,male,emilymartin@yahoo.com,99098687,Foreign Languages,french,ethiopian,japanese,
Joshua,male,ithompson@yahoo.com,66703411,Philosophy and Religious Studies,thai,italian,mediterranian,
Elizabeth,female,robertrowe@hotmail.com,83316689,Law Enforcement,american,japanese,mediterranian,
Nathan,male,mary98@montgomery.com,47216687,Marketing,thai,french,indian,
Cynthia,female,evanseric@schmidt.com,96373916,Cultural,korean,french,japanese,
Trevor,male,umiller@walker.com,89137764,English Language and Literature,italian,ethiopian,korean,
Christina,female,keith65@hotmail.com,88593759,Law Enforcement,japanese,mexican,italian,
Sandra,female,lwright@brown-murray.com,54356203,Foreign Languages,american,japanese,ethiopian,
Christopher,male,kellyrobinson@hotmail.com,91268897,Ethnic,korean,thai,chinese,
Mark,male,david77@hotmail.com,16787595,Applied Sciences,russian,american,thai,
Joseph,male,jonathon48@hotmail.com,80459398,Foreign Languages,indian,ethiopian,french,
David,male,randolphbradley@gmail.com,94412809,Agriculture,korean,chinese,spanish,
Juan,male,hwalker@pacheco.info,95737175,Communications Technologies,mexican,spanish,russian,
Brian,male,matthewgraham@yahoo.com,29461534,Architecture,spanish,ethiopian,italian,
Donna,female,nguyenchristine@harper-washington.info,44294331,Law Enforcement,chinese,french,mexican,
Jason,male,echase@yahoo.com,93630760,Architecture,mediterranian,russian,french,
Jennifer,female,dianascott@sanchez-ballard.com,65342064,Law Enforcement,indian,mediterranian,italian,
Kenneth,male,marksullivan@yahoo.com,18569186,Psychology,thai,ethiopian,chinese,
Virginia,female,julie43@weber.com,84293379,Journalism,indian,french,japanese,
Scott,male,james97@gmail.com,86855596,Marketing,indian,mexican,russian,
Todd,male,bradshawthomas@greene.biz,23042390,Cultural,french,chinese,korean,
Stephanie,female,spencerdavid@warren-mckenzie.com,32968696,Applied Sciences,ethiopian,spanish,italian,
John,male,cbaker@house.com,90250627,Management,korean,indian,chinese,
Andrew,male,greenetroy@nelson-manning.com,43787370,Psychology,ethiopian,mexican,italian,
Anita,female,kaneedward@yahoo.com,89573124,Ethnic,russian,indian,ethiopian,
Tanner,male,linda39@hotmail.com,80373279,Information Sciences,thai,american,russian,
Robin,female,wallerheather@rangel.com,44661939,Agriculture,indian,mediterranian,spanish,
Ralph,male,rmoore@white.info,20195685,Performing Arts,ethiopian,italian,japanese,
Cheryl,female,kellymartinez@warren-underwood.biz,38754500,Philosophy and Religious Studies,american,japanese,chinese,
Craig,male,curtisosborne@morgan-randolph.com,98226260,Business,italian,indian,japanese,
Ruth,female,michael23@hotmail.com,70153310,Literatures,ethiopian,korean,french,
Connie,female,boydgary@peters.com,32798996,Applied Sciences,korean,chinese,american,
Amanda,female,trujillomarissa@nolan.com,33952741,Information Sciences,mediterranian,chinese,russian,
Shannon,female,powelltina@yahoo.com,21069577,Performing Arts,ethiopian,indian,american,
Cindy,female,hollandrobert@hotmail.com,12734685,Journalism,french,korean,mexican,
Daniel,male,richardgibbs@gmail.com,91636239,Management,spanish,mediterranian,ethiopian,
Dakota,male,phillipssandra@johnston.net,31323364,Management,thai,italian,russian,
Ashley,female,katherine92@hotmail.com,19913829,Architecture,french,american,mexican,
Edward,male,luisjohnson@gamble.com,31860860,Ethnic,ethiopian,japanese,indian,
Morgan,female,davisdiana@morris.com,35055253,Psychology,chinese,russian,italian,
Susan,female,bschwartz@gmail.com,87738340,Psychology,korean,russian,american,
Steven,male,fbryan@gmail.com,68365582,Psychology,korean,thai,american,
Jeanne,female,juliehart@bowman.info,62444510,Law Enforcement,spanish,japanese,ethiopian,
Kimberly,female,candace98@yahoo.com,27731586,Philosophy and Religious Studies,chinese,russian,mexican,
Gary,male,hortiz@yahoo.com,57787870,English Language and Literature,american,mediterranian,ethiopian,
Amy,female,reneehart@decker.com,58442546,Architecture,japanese,italian,indian,
Kathryn,female,josephjacobson@hotmail.com,13772823,Literatures,thai,mediterranian,spanish,
Kelli,female,perezjames@hotmail.com,23354949,Communications Technologies,russian,italian,mediterranian,
Benjamin,male,ashleybarr@gmail.com,97424278,Ethnic,mediterranian,korean,chinese,
Melissa,female,jasonmatthews@yahoo.com,73453717,Foreign Languages,mexican,chinese,spanish,
Joseph,male,margaretrichards@baxter.com,53959960,Agriculture,russian,american,japanese,
Paige,female,kellybrenda@smith.net,69719682,Ethnic,ethiopian,thai,chinese,
Eric,male,phillipslauren@joyce.net,62747061,Journalism,french,italian,japanese,
Christopher,male,joshuatate@yahoo.com,42587997,Psychology,chinese,korean,indian,
Alan,male,slewis@freeman.com,76678034,Performing Arts,thai,spanish,ethiopian,
Ryan,male,james48@gmail.com,57223180,Law Enforcement,indian,spanish,french,
Michelle,female,bakeralicia@gmail.com,86851007,Ethnic,japanese,thai,spanish,
Andrew,male,chandlerdavid@yahoo.com,53071509,Cultural,russian,thai,american,
Taylor,female,maria23@smith.biz,10555222,Law Enforcement,korean,mexican,spanish,
Eric,male,aaronspears@gmail.com,27395441,Performing Arts,thai,american,indian,
James,male,mooresteve@yahoo.com,91956842,Journalism,chinese,russian,spanish,
Michael,male,payneteresa@wood.com,28940344,Cultural,ethiopian,indian,mexican,
Patricia,female,smithkatie@yahoo.com,65980523,Communications Technologies,korean,american,russian,
Steven,male,kevintorres@evans.info,87650484,Foreign Languages,spanish,russian,ethiopian,
Daniel,male,lopezjulie@bauer-smith.com,38799078,Biomedical Sciences,thai,mexican,chinese,
Kathleen,female,xbrown@kaiser.net,62591105,Law Enforcement,thai,french,mediterranian,
Michael,male,cespinoza@hotmail.com,74218945,Cultural,mediterranian,mexican,french,
Jonathan,male,stonenathan@gmail.com,32930915,Communications Technologies,indian,thai,russian,
Anita,female,andrearivera@hotmail.com,20492608,Foreign Languages,mexican,italian,russian,
Gary,male,glasselizabeth@yahoo.com,16903241,Business,mexican,french,korean,
Jordan,female,timothymiller@wallace.biz,93264000,Performing Arts,japanese,chinese,korean,
Sharon,female,timothybyrd@mullen.com,62564872,Applied Sciences,russian,american,italian,
Jeffrey,male,ronald43@porter.com,71074219,Management,american,japanese,mexican,
Trevor,male,brettfritz@anderson.com,56603223,Foreign Languages,japanese,chinese,korean,
Howard,male,woodskelly@hubbard.com,54319192,Journalism,thai,korean,italian,
Holly,female,victoriapayne@kelly.com,66974682,Performing Arts,american,russian,indian,
Katherine,female,susancook@gmail.com,13476673,Ethnic,indian,american,thai,
Calvin,male,sanchezashley@friedman.org,41095026,Ethnic,american,italian,indian,
Melissa,female,mcbridebradley@hotmail.com,77168395,Agriculture,chinese,spanish,russian,
Chase,male,kevin06@yahoo.com,61513846,Foreign Languages,ethiopian,indian,mediterranian,
David,male,jeremygreen@yahoo.com,76999375,Cultural,korean,russian,american,
John,male,markskimberly@shaw-kelley.com,27852361,Ethnic,mediterranian,thai,american,
Eric,male,jamesdiaz@hotmail.com,79134534,Cultural,spanish,russian,korean,
Dennis,male,brittany85@hughes.com,21961544,Biomedical Sciences,russian,indian,french,
David,male,bmurphy@green.biz,90490620,Biomedical Sciences,french,korean,mediterranian,
